C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_224.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_224.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_224.jpg,0,0,0,1.760858
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_329.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_329.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_329.jpg,0,0,0,1.739674
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_436.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_436.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_436.jpg,0,0,0,1.722216
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_543.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_543.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_543.jpg,0,0,0,1.704933
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_644.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_644.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_644.jpg,0,0,0,1.687823
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_748.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_748.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_748.jpg,0,0,0,1.667519
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_858.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_858.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_858.jpg,0,0,0,1.650785
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_44_962.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_44_962.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_44_962.jpg,0,0,0,1.634218
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_45_068.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_45_068.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_45_068.jpg,0,0,0,1.614559
C:\Users\Jayanth\Desktop\data\IMG\center_2020_08_11_19_56_45_180.jpg, C:\Users\Jayanth\Desktop\data\IMG\left_2020_08_11_19_56_45_180.jpg, C:\Users\Jayanth\Desktop\data\IMG\right_2020_08_11_19_56_45_180.jpg,0,0,0,1.598356
